iter,batch_ranking_loss
20100,0.08394138514995575
20200,0.05951976031064987
20300,0.06862848252058029
20400,0.06651091575622559
20500,0.0787212923169136
20600,0.0889284759759903
20700,0.23875769972801208
20800,0.09012780338525772
20900,0.2815646529197693
21000,0.18561290204524994
21100,0.07510367780923843
21200,0.08604655414819717
21300,0.09035209566354752
21400,0.03568441793322563
21500,0.12977369129657745
21600,0.08749138563871384
21700,0.1001700907945633
21800,0.14594432711601257
21900,0.1326393038034439
22000,0.19553403556346893
22100,0.0573648139834404
22200,0.028581809252500534
22300,0.14846953749656677
22400,0.10932106524705887
22500,0.04629576951265335
22600,0.07491063326597214
22700,0.1933434009552002
22800,0.042304400354623795
22900,0.09933170676231384
23000,0.073128841817379
23100,0.1904108077287674
23200,0.1803252249956131
23300,0.17721417546272278
23400,0.1522853970527649
23500,0.08611709624528885
23600,0.1176224797964096
23700,0.22887423634529114
23800,0.1376943290233612
23900,0.10396792739629745
24000,0.19130165874958038
24100,0.05575934052467346
24200,0.0884997770190239
24300,0.0653965100646019
24400,0.1558263897895813
24500,0.14503836631774902
24600,0.13903489708900452
24700,0.36604371666908264
24800,0.08813156932592392
24900,0.1459643393754959
25000,0.18151961266994476
25100,0.1977972388267517
25200,0.038730721920728683
25300,0.22905480861663818
25400,0.07444977760314941
25500,0.08651062846183777
25600,0.06492040306329727
25700,0.08124593645334244
25800,0.06092129647731781
25900,0.12124385684728622
26000,0.06654387712478638
26100,0.17382046580314636
26200,0.12452693283557892
26300,0.08573789894580841
26400,0.1263968050479889
26500,0.2927217185497284
26600,0.11245904862880707
26700,0.08240453898906708
26800,0.05500832200050354
26900,0.1519865095615387
27000,0.11067384481430054
27100,0.11227178573608398
27200,0.15527597069740295
27300,0.1040230244398117
27400,0.1355419158935547
27500,0.06372486054897308
27600,0.17679363489151
27700,0.19886690378189087
27800,0.20330987870693207
27900,0.08875984698534012
28000,0.09968602657318115
28100,0.09736979752779007
28200,0.07338380068540573
28300,0.05447981506586075
28400,0.07303649932146072
28500,0.15904545783996582
28600,0.31484633684158325
28700,0.15999020636081696
28800,0.10602636635303497
28900,0.0866534486413002
29000,0.1453249752521515
29100,0.06474903225898743
29200,0.07047098129987717
29300,0.10982786118984222
29400,0.10562717914581299
29500,0.11606856435537338
29600,0.28455400466918945
29700,0.1139979138970375
29800,0.04532410949468613
29900,0.1826205551624298
30000,0.03841439634561539
30100,0.08449205011129379
30200,0.12086405605077744
30300,0.11700703948736191
30400,0.13739429414272308
30500,0.0964147076010704
30600,0.0393502414226532
30700,0.12376221269369125
30800,0.07518911361694336
30900,0.12883086502552032
31000,0.07926245778799057
31100,0.07639901340007782
31200,0.07479262351989746
31300,0.27221301198005676
31400,0.11709657311439514
31500,0.10960143059492111
31600,0.20856644213199615
31700,0.061105597764253616
31800,0.15055322647094727
31900,0.12078677117824554
32000,0.23309709131717682
32100,0.1338592767715454
32200,0.09581431746482849
32300,0.09513261914253235
32400,0.08318479359149933
32500,0.041504476219415665
32600,0.18803192675113678
32700,0.1282791644334793
32800,0.2950757145881653
32900,0.05959341675043106
33000,0.06206652149558067
33100,0.11738963425159454
33200,0.14516755938529968
33300,0.15834560990333557
33400,0.09896798431873322
33500,0.06533386558294296
33600,0.08039984107017517
33700,0.080096036195755
33800,0.1486331969499588
33900,0.08055336773395538
34000,0.08362960070371628
34100,0.12597662210464478
34200,0.07142233848571777
34300,0.30130866169929504
34400,0.12768836319446564
34500,0.1220814660191536
34600,0.14222452044487
34700,0.23328588902950287
34800,0.03492176905274391
34900,0.3820463716983795
35000,0.20560045540332794
35100,0.2805129587650299
35200,0.08982240408658981
35300,0.08822491019964218
35400,0.19447822868824005
35500,0.23534923791885376
35600,0.05680147930979729
35700,0.12026295065879822
35800,0.13331390917301178
35900,0.06831466406583786
36000,0.10459481924772263
36100,0.2064247727394104
36200,0.2159873992204666
36300,0.21278172731399536
36400,0.12522074580192566
36500,0.12272612750530243
36600,0.06858932971954346
36700,0.09320464730262756
36800,0.04020679369568825
36900,0.040539324283599854
37000,0.10952676832675934
37100,0.09688979387283325
37200,0.11137878894805908
37300,0.1631077378988266
37400,0.10667223483324051
37500,0.08389376103878021
37600,0.040298942476511
37700,0.16607007384300232
37800,0.09511783719062805
37900,0.09443555772304535
38000,0.23643845319747925
38100,0.14469274878501892
38200,0.10181237757205963
38300,0.1092878133058548
38400,0.07846327126026154
38500,0.10272043943405151
38600,0.14137068390846252
38700,0.06372079253196716
38800,0.07192076742649078
38900,0.2848479747772217
39000,0.1431383341550827
39100,0.1122332215309143
39200,0.09652672708034515
39300,0.07086888700723648
39400,0.17891305685043335
39500,0.13685740530490875
39600,0.09351768344640732
39700,0.06577953696250916
39800,0.0314936600625515
39900,0.0840325728058815
40000,0.17549777030944824
40100,0.1031370609998703
40200,0.08937354385852814
40300,0.13323816657066345
40400,0.02485312893986702
40500,0.12004788964986801
40600,0.1049102246761322
40700,0.054372288286685944
40800,0.09964355081319809
40900,0.039882734417915344
41000,0.14048339426517487
41100,0.08030103147029877
41200,0.10902346670627594
41300,0.0748339295387268
41400,0.06592438369989395
41500,0.08147019147872925
41600,0.22006390988826752
41700,0.12003300338983536
41800,0.07509903609752655
41900,0.10240810364484787
42000,0.04491279274225235
42100,0.08532314747571945
42200,0.06308731436729431
42300,0.08395371586084366
42400,0.05320870876312256
42500,0.08628380298614502
42600,0.05282837152481079
42700,0.04579373821616173
42800,0.07194054871797562
42900,0.11495260149240494
43000,0.1201072707772255
43100,0.03695077449083328
43200,0.07087479531764984
43300,0.06736277043819427
43400,0.12706711888313293
43500,0.09786777198314667
43600,0.10639847815036774
43700,0.06560239940881729
43800,0.12839578092098236
43900,0.06358674168586731
44000,0.04009324312210083
44100,0.13904228806495667
44200,0.05070939287543297
44300,0.10561911761760712
44400,0.03669261187314987
44500,0.15407003462314606
44600,0.06203252822160721
44700,0.1438753306865692
44800,0.1457265466451645
44900,0.10897371917963028
45000,0.07278411835432053
45100,0.12540844082832336
45200,0.08641904592514038
45300,0.09762623906135559
45400,0.1118740364909172
45500,0.037244077771902084
45600,0.05839699134230614
45700,0.07803947478532791
45800,0.06855928897857666
45900,0.16034729778766632
46000,0.043135885149240494
46100,0.09526973962783813
46200,0.09050187468528748
46300,0.18238118290901184
46400,0.030933938920497894
46500,0.12353742867708206
46600,0.05439480394124985
46700,0.04244377091526985
46800,0.07870578020811081
46900,0.09564996510744095
47000,0.11648207902908325
47100,0.060641903430223465
47200,0.09544018656015396
47300,0.06178633123636246
47400,0.08153727650642395
47500,0.09816260635852814
47600,0.08524847030639648
47700,0.08457071334123611
47800,0.13699017465114594
47900,0.12042753398418427
48000,0.08566790074110031
48100,0.13420072197914124
48200,0.12190166115760803
48300,0.04856705665588379
48400,0.09258712828159332
48500,0.09419922530651093
48600,0.07539719343185425
48700,0.07562395930290222
48800,0.13071778416633606
48900,0.07237719744443893
49000,0.0671527162194252
49100,0.08807238191366196
49200,0.12233094871044159
49300,0.05555874854326248
49400,0.1466611921787262
49500,0.15506382286548615
49600,0.0784696415066719
49700,0.06497153639793396
49800,0.049857836216688156
49900,0.15413644909858704
50000,0.1130879819393158
50100,0.08846502006053925
50200,0.07123224437236786
50300,0.1020311713218689
50400,0.12214820832014084
50500,0.2131366729736328
50600,0.07499750703573227
50700,0.028595365583896637
