iter,batch_ranking_loss
500,69347.1171875
1000,7325.2119140625
1500,7242.06640625
2000,3410.6953125
2500,1127.6839599609375
3000,864.0411987304688
3500,727.5618286132812
4000,635.8887939453125
4500,381.68212890625
5000,217.2900390625
5500,229.3483123779297
6000,149.51622009277344
6500,136.44065856933594
7000,116.11644744873047
7500,140.1931610107422
8000,122.08700561523438
8500,86.1971435546875
9000,54.176876068115234
9500,93.98818969726562
10000,83.35842895507812
10500,75.33983612060547
11000,72.78645324707031
11500,89.47472381591797
12000,96.55438995361328
12500,32.30668258666992
13000,50.80708694458008
13500,29.303796768188477
14000,41.91810607910156
14500,22.41754150390625
15000,22.7816219329834
15500,23.034242630004883
16000,42.265785217285156
16500,38.60930633544922
17000,14.913089752197266
17500,28.66924285888672
18000,27.04561424255371
18500,25.67119789123535
19000,17.00221824645996
19500,18.418209075927734
20000,17.778911590576172
20500,27.701501846313477
21000,27.351219177246094
21500,17.8455810546875
22000,26.8941593170166
22500,25.275758743286133
23000,23.083614349365234
23500,28.022354125976562
24000,31.76776885986328
24500,16.601045608520508
25000,21.662006378173828
25500,22.320688247680664
26000,16.771255493164062
26500,15.395488739013672
27000,19.466032028198242
27500,18.74384880065918
28000,14.924436569213867
28500,25.1136531829834
29000,14.426414489746094
29500,24.053630828857422
30000,10.178407669067383
30500,29.546226501464844
31000,17.852615356445312
31500,17.587217330932617
32000,15.637072563171387
32500,15.231027603149414
33000,13.856392860412598
33500,16.931320190429688
34000,19.394540786743164
34500,13.158878326416016
35000,14.900339126586914
35500,17.03968048095703
36000,19.55174446105957
36500,17.783489227294922
37000,13.707018852233887
37500,12.148228645324707
38000,12.769227027893066
38500,24.336606979370117
39000,11.762500762939453
39500,15.824161529541016
40000,9.01813793182373
40500,9.820531845092773
41000,11.132253646850586
41500,14.958459854125977
42000,7.553277015686035
42500,12.438956260681152
43000,8.16651439666748
43500,15.38765811920166
44000,9.901300430297852
44500,8.564126014709473
45000,16.14182472229004
45500,13.743673324584961
46000,8.071009635925293
46500,11.354035377502441
47000,14.31657600402832
47500,27.220584869384766
48000,11.302911758422852
48500,19.975902557373047
49000,12.563385009765625
49500,13.503376007080078
50000,11.726027488708496
50500,9.489559173583984
51000,13.783581733703613
51500,9.62143611907959
52000,24.01322364807129
52500,8.092218399047852
53000,11.906832695007324
53500,17.161590576171875
54000,19.281774520874023
54500,16.393686294555664
55000,17.291946411132812
55500,21.672821044921875
56000,13.651521682739258
56500,14.444246292114258
57000,11.131393432617188
57500,12.413360595703125
58000,12.010628700256348
58500,8.420604705810547
59000,12.782005310058594
59500,8.474892616271973
60000,9.896543502807617
60500,9.226012229919434
61000,14.364051818847656
61500,10.901298522949219
62000,16.841638565063477
62500,9.668619155883789
63000,13.02415657043457
63500,8.926492691040039
64000,8.698802947998047
64500,9.332523345947266
65000,17.23109245300293
65500,7.9483208656311035
66000,17.046449661254883
66500,9.502839088439941
67000,11.192771911621094
67500,10.07494831085205
68000,16.55440902709961
68500,11.21463394165039
69000,10.767841339111328
69500,15.535970687866211
70000,13.749664306640625
70500,8.204911231994629
71000,11.213587760925293
71500,8.660518646240234
72000,10.509040832519531
72500,15.470710754394531
73000,14.44920539855957
73500,9.083757400512695
74000,13.63630485534668
74500,6.820107460021973
75000,16.097639083862305
75500,14.175737380981445
76000,9.381038665771484
76500,9.541492462158203
77000,10.562183380126953
77500,6.392426490783691
78000,11.147209167480469
78500,15.403051376342773
79000,9.56438159942627
79500,24.978267669677734
80000,12.229049682617188
